package,version,architecture
libconfig-file-ocaml-dev,1.2.1,amd64
libconfig-file-perl,1.54,all
libconfig-find-perl,0.31,all
libconfig-general-perl,2.63,all
libconfig-gitlike-perl,1.18,all
libconfig-grammar-perl,1.13,all
libconfig-identity-perl,0.0019,all
libconfig-ini-perl,0.027,all
libconfig-ini-reader-ordered-perl,0.020,all
libconfig-inifiles-perl,3.000003,all
libconfig-inihash-perl,3.01.01,all
libconfig-json-perl,1.5202,all
libconfig-merge-perl,1.04,all
libconfig-methodproxy-perl,0.02,all
libconfig-model-approx-perl,1.012,all
libconfig-model-backend-augeas-perl,0.126,all
libconfig-model-backend-yaml-perl,2.134,all
libconfig-model-cursesui-perl,1.107,all
libconfig-model-dpkg-perl,2.157,all
libconfig-model-itself-perl,2.023,all
libconfig-model-lcdproc-perl,2.053,all
libconfig-model-openssh-perl,2.8.7.1,all
libconfig-model-perl,2.149,all
libconfig-model-systemd-perl,0.249.1,all
libconfig-model-tester-perl,4.007,all
libconfig-model-tkui-perl,1.375,all
libconfig-mvp-perl,2.200012,all
libconfig-mvp-reader-ini-perl,2.101463,all
libconfig-mvp-slicer-perl,0.303,all
libconfig-onion-perl,1.007,all
libconfig-pit-perl,0.04,all
libconfig-properties-perl,1.80,all
libconfig-record-perl,1.1.2,all
libconfig-scoped-perl,0.22,all
libconfig-simple-perl,4.59,all
libconfig-std-perl,0.903,all
libconfig-tiny-perl,2.28,all
libconfig-yaml-perl,1.42,all
libconfig-zomg-perl,1.000000,all
libconfig9,1.5,amd64
libconfig9,1.5,i386
libconfigreader-perl,0.5,all
libconfigreader-simple-perl,1.295,all
libconfuse-common,3.3,all
libconfuse-dev,3.3,amd64
libconfuse-dev,3.3,i386
libconfuse-doc,3.3,all
libconfuse2,3.3,amd64
libconfuse2,3.3,i386
libconsensuscore-dev,1.1.1,amd64
libconsole-bridge-dev,1.0.1,amd64
libconsole-bridge1.0,1.0.1,amd64
libconst-fast-perl,0.014,all
libconstant-defer-perl,6,all
libconstant-generate-perl,0.17,all
libcontext-preserve-perl,0.03,all
libcontextual-return-perl,0.004014,all
libcontrolsfx-java,9.0.0,all
libconversant-disruptor-java,1.2.15,all
libconvert-ascii-armour-perl,1.4,all
libconvert-ascii85-perl,0.01,all
libconvert-asn1-perl,0.33,all
libconvert-base32-perl,0.06,all
libconvert-basen-perl,0.01,all
libconvert-ber-perl,1.3200,all
libconvert-binary-c-perl,0.84,amd64
libconvert-binhex-perl,1.125,all
libconvert-color-perl,0.11,all
libconvert-color-xterm-perl,0.06,all
libconvert-nls-date-format-perl,0.06,all
libconvert-pem-perl,0.08,all
libconvert-scalar-perl,1.12,amd64
libconvert-tnef-perl,0.18,all
libconvert-units-perl,0.43,all
libconvert-uulib-perl,1.5~dfsg,amd64
libconvert-ytext-perl,0.2,all
libcookie-baker-perl,0.11,all
libcookie-baker-xs-perl,0.11,amd64
libcoordgen-dev,3.0.0,amd64
libcoordgen3,3.0.0,amd64
libcoq-core-ocaml-dev,8.15.0,amd64
libcoq-core-ocaml,8.15.0,amd64
libcoq-elpi-ocaml-dev,1.13.0,amd64
libcoq-elpi-ocaml,1.13.0,amd64
libcoq-hierarchy-builder,1.2.1,amd64
libcoq-mathcomp-algebra,1.14.0,all
libcoq-mathcomp-analysis,0.3.13,amd64
libcoq-mathcomp-bigenough,1.0.1,amd64
libcoq-mathcomp-character,1.14.0,all
libcoq-mathcomp-field,1.14.0,all
libcoq-mathcomp-fingroup,1.14.0,all
libcoq-mathcomp-finmap,1.5.1,amd64
libcoq-mathcomp-solvable,1.14.0,all
libcoq-mathcomp-ssreflect,1.14.0,all
libcoq-mathcomp,1.14.0,all
libcoq-stdlib,8.15.0,amd64
libcore-async-clojure,1.3.610,all
libcore-cache-clojure,1.0.207,all
libcore-match-clojure,1.0.0,all
libcore-memoize-clojure,0.7.1,all
libcore-renderer-java-doc,0.0,all
libcore-renderer-java,0.0,all
libcore-specs-alpha-clojure,0.2.56,all
libcork-dev,1.0.0~rc3,amd64
libcork-doc,1.0.0~rc3,all
libcork16,1.0.0~rc3,amd64
libcorkipset-dev,1.1.1,amd64
libcorkipset-doc,1.1.1,all
libcorkipset-utils,1.1.1,amd64
libcorkipset1,1.1.1,amd64
libcoro-perl,6.570,amd64
libcoro-twiggy-perl,0.03,all
libcorona-perl,0.1004,all
libcorosync-common-dev,3.1.6,amd64
libcorosync-common-dev,3.1.6,i386
libcorosync-common4,3.1.6,amd64
libcorosync-common4,3.1.6,i386
libcortado-java,0.6.0,all
libcos4-2,4.2.5,amd64
libcos4-dev,4.2.5,amd64
libcothreads-ocaml-dev,0.10,amd64
libcotp-dev,1.2.4,amd64
libcotp12,1.2.4,amd64
libcourier-unicode-dev,2.1.2,amd64
libcourier-unicode4,2.1.2,amd64
libcourriel-perl,0.49,all
libcoverart-dev,1.0.0,amd64
libcoverart-doc,1.0.0,all
libcoverart1,1.0.0,amd64
libcoverartcc1v5,1.0.0,amd64
libcoy-perl,0.06,all
libcpan-audit-perl,0.15,all
libcpan-changes-perl,0.400002,all
libcpan-checksums-perl,2.14,all
libcpan-common-index-perl,0.010,all
libcpan-distnameinfo-perl,0.12,all
libcpan-inject-perl,1.14,all
libcpan-meta-check-perl,0.014,all
libcpan-meta-requirements-perl,2.140,all
libcpan-meta-yaml-perl,0.018,all
libcpan-mini-inject-perl,0.35,all
libcpan-mini-perl,1.111016,all
libcpan-perl-releases-perl,5.20220120,all
libcpan-reporter-perl,1.2018,all
libcpan-reporter-smoker-perl,0.29,all
libcpan-sqlite-perl,0.219,all
libcpan-uploader-perl,0.103016,all
libcpandb-perl,0.18,all
libcpanel-json-xs-perl,4.27,amd64
libcpanplus-dist-build-perl,0.90,all
libcpanplus-perl,0.9914,all
libcpath-clojure,0.1.2,all
libcpdb-libs-backend-dev,1.2.0,amd64
libcpdb-libs-common-dev,1.2.0,amd64
libcpdb-libs-common1,1.2.0,amd64
libcpdb-libs-frontend-dev,1.2.0,amd64
libcpdb-libs-frontend1,1.2.0,amd64
libcpg-dev,3.1.6,amd64
libcpg-dev,3.1.6,i386
libcpg4,3.1.6,amd64
libcpg4,3.1.6,i386
libcpgplot0,1.3.1,amd64
libcpl-dev,7.1.4,amd64
libcpl-doc,7.1.4,all
libcplcore26,7.1.4,amd64
libcpldfs26,7.1.4,amd64
libcpldrs26,7.1.4,amd64
libcpluff0-dev,0.2.0,amd64
libcpluff0,0.2.0,amd64
libcplui26,7.1.4,amd64
libcpp-common0d,0.7.2,amd64
libcpp-hocon-dev,0.3.0,amd64
libcpp-hocon0.3.0,0.3.0,amd64
libcpp-httplib-dev,0.10.3,amd64
libcpp-httplib0,0.10.3,amd64
libcppad-dev,2021.00.00.8,amd64
libcppad-doc,2021.00.00.8,all
libcppad-lib340.3,2021.00.00.8,amd64
libcppdb-dev,0.3.1,amd64
libcppdb-mysql0,0.3.1,amd64
libcppdb-odbc0,0.3.1,amd64
libcppdb-postgresql0,0.3.1,amd64
libcppdb-sqlite3-0,0.3.1,amd64
libcppdb0,0.3.1,amd64
libcppnumericalsolvers-dev,1.0.0,all
libcpprest-dev,2.10.18,amd64
libcpprest-doc,2.10.18,all
libcpprest2.10,2.10.18,amd64
libcpprspserver-dev,3.4.1,amd64
libcpprspserver3,3.4.1,amd64
libcpptest-dev,2.0.0,amd64
libcpptest-doc,2.0.0,all
libcpptest1,2.0.0,amd64
libcpptoml-dev,0.1.1,all
libcppunit-1.15-0,1.15.1,amd64
libcppunit-1.15-0,1.15.1,i386
libcppunit-dev,1.15.1,amd64
libcppunit-dev,1.15.1,i386
libcppunit-doc,1.15.1,all
libcppunit-subunit-dev,1.4.0,amd64
libcppunit-subunit-dev,1.4.0,i386
libcppunit-subunit0,1.4.0,amd64
libcppunit-subunit0,1.4.0,i386
libcpputest-dev,4.0,amd64
libcps-perl,0.19,all
libcpu-features-dev,0.6.0,amd64
libcpu-ocaml-dev,2.0.0,amd64
libcpu-ocaml,2.0.0,amd64
libcpufreq-dev,008,amd64
libcpufreq0,008,amd64
libcpuid-dev,0.5.1,amd64
libcpuid15,0.5.1,amd64
libcpuinfo-dev,0.0~git20220131.85e931e,amd64
libcpuinfo0,0.0~git20220131.85e931e,amd64
libcpuset-dev,1.0,amd64
libcpuset1,1.0,amd64
libcql-parser-perl,1.13,all
libcqrlib-dev,1.1.4,amd64
libcqrlib2,1.1.4,amd64
libcrack2-dev,2.9.6,amd64
libcrack2-dev,2.9.6,i386
libcrack2,2.9.6,amd64
libcrack2,2.9.6,i386
libcrcutil-dev,1.0,amd64
libcrcutil-doc,1.0,all
libcrcutil0,1.0,amd64
libcreal-ocaml-dev,0.7,amd64
libcreaterepo-c-dev,0.17.0,amd64
libcreaterepo-c0,0.17.0,amd64
libcreg-dev,20200725,amd64
libcreg-utils,20200725,amd64
libcreg1,20200725,amd64
libcriterion-dev,2.4.0,amd64
libcriterion3,2.4.0,amd64
libcriticism-perl,1.02,all
libcritnib-dev,1.1,amd64
libcritnib1,1.1,amd64
libcrmcluster29,2.1.2,amd64
libcrmcluster29,2.1.2,i386
libcrmcommon34,2.1.2,amd64
libcrmcommon34,2.1.2,i386
libcrmservice28,2.1.2,amd64
libcrmservice28,2.1.2,i386
libcrossguid-dev,0.0,amd64
libcrossguid0,0.0,amd64
libcry-ocaml-dev,0.6.5,amd64
libcrypt-bcrypt-perl,0.007,amd64
libcrypt-blowfish-perl,2.14,amd64
libcrypt-cast5-perl,0.05,amd64
libcrypt-cbc-perl,3.04,all
libcrypt-ciphersaber-perl,1.01,all
libcrypt-cracklib-perl,1.7,amd64
libcrypt-des-ede3-perl,0.01,all
libcrypt-des-perl,2.07,amd64
libcrypt-dev,4.4.27,amd64
libcrypt-dev,4.4.27,i386
libcrypt-dh-gmp-perl,0.00012,amd64
libcrypt-dh-perl,0.07,all
libcrypt-dsa-perl,1.17,all
libcrypt-ecb-perl,2.22,all
libcrypt-eksblowfish-perl,0.009,amd64
libcrypt-format-perl,0.12,all
libcrypt-gcrypt-perl,1.26,amd64
libcrypt-generatepassword-perl,0.05,all
libcrypt-hcesha-perl,0.75,all
libcrypt-jwt-perl,0.034,all
libcrypt-mysql-perl,0.04,amd64
libcrypt-openssl-bignum-perl,0.09,amd64
libcrypt-openssl-dsa-perl,0.20,amd64
libcrypt-openssl-ec-perl,1.32,amd64
libcrypt-openssl-random-perl,0.15,amd64
libcrypt-openssl-rsa-perl,0.32,amd64
libcrypt-openssl-x509-perl,1.9.12,amd64
libcrypt-passwdmd5-perl,1.41,all
libcrypt-pbkdf2-perl,0.161520,all
libcrypt-random-seed-perl,0.03,all
libcrypt-random-source-perl,0.14,all
libcrypt-rc4-perl,2.02,all
libcrypt-rijndael-perl,1.16,amd64
libcrypt-rsa-parse-perl,0.044,all
libcrypt-saltedhash-perl,0.09,all
libcrypt-simple-perl,0.06,all
libcrypt-smbhash-perl,0.12,all
libcrypt-smime-perl,0.28,amd64
libcrypt-ssleay-perl,0.73.06,amd64
libcrypt-twofish-perl,2.18,amd64
libcrypt-u2f-server-perl,0.45,amd64
libcrypt-unixcrypt-perl,1.0,all
libcrypt-unixcrypt-xs-perl,0.11,amd64
libcrypt-urandom-perl,0.36,all
libcrypt-util-perl,0.11,all
libcrypt-x509-perl,0.54,all
libcrypt1,4.4.27,amd64
libcrypt1,4.4.27,i386
libcryptgps-ocaml-dev,0.2.1,amd64
libcrypto++-dev,8.6.0,amd64
libcrypto++-doc,8.6.0,all
libcrypto++-utils,8.6.0,amd64
libcrypto++8,8.6.0,amd64
libcrypto-equality-clojure,1.0.0,all
libcrypto-random-clojure,1.2.1,all
libcryptokit-ocaml-dev,1.16.1,amd64
libcryptokit-ocaml,1.16.1,amd64
libcryptominisat5-5.8,5.8.0,amd64
libcryptominisat5-dev,5.8.0,amd64
libcryptsetup-dev,2.4.3,amd64
libcryptsetup-dev,2.4.3,i386
libcryptsetup12,2.4.3,amd64
libcryptsetup12,2.4.3,i386
libcryptui-dev,3.12.2,amd64
libcryptui-doc,3.12.2,all
libcryptui0a,3.12.2,amd64
libcryptx-perl,0.076,amd64
libcscreensaver0,5.2.1,amd64
libcsexp-ocaml-dev,1.5.1,amd64
libcsexp-ocaml,1.5.1,amd64
libcsfml-audio2.5,2.5,amd64
libcsfml-dev,2.5,amd64
libcsfml-doc,2.5,all
libcsfml-graphics2.5,2.5,amd64
libcsfml-network2.5,2.5,amd64
libcsfml-system2.5,2.5,amd64
libcsfml-window2.5,2.5,amd64
libcsirocsa0,5.15.0,amd64
libcsironn0,5.15.0,amd64
libcsmith-dev,2.3.0,amd64
libcsmith0,2.3.0,amd64
libcsnd-dev,6.17.0~dfsg,amd64
libcsnd6-6.0v5,6.17.0~dfsg,amd64
libcsnd6-java,6.17.0~dfsg,amd64
libcsound64-6.0,6.17.0~dfsg,amd64
libcsound64-dev,6.17.0~dfsg,amd64
libcsound64-doc,6.17.0~dfsg,all
libcss-compressor-perl,0.05,all
libcss-dom-perl,0.17,all
libcss-lessp-perl,0.86,all
libcss-minifier-perl,0.01,all
libcss-minifier-xs-perl,0.13,amd64
libcss-packer-perl,2.08,all
libcss-parser-pp0v5,0.87,amd64
libcss-parser0,0.87,amd64
libcss-perl,1.09,all
libcss-squish-perl,0.10,all
libcss-tiny-perl,1.20,all
libcssparser-java-doc,0.9.5,all
libcssparser-java,0.9.5,all
libcstruct-ocaml-dev,6.0.1,amd64
libcstruct-ocaml,6.0.1,amd64
libcsv-dev,3.0.3,amd64
libcsv-java-doc,2.1,all
libcsv-java,2.1,all
libcsv-ocaml-dev,2.4,amd64
libcsv3,3.0.3,amd64
libcsvjdbc-java-doc,1.0.36,all
libcsvjdbc-java,1.0.36,all
libcsxcad0,0.0.35,amd64
libct4,1.3.6,amd64
libct4,1.3.6,i386
libctapimkt1-dev,1.0.5~rc1,amd64
libctapimkt1,1.0.5~rc1,amd64
libctemplate-dev,2.4,amd64
libctemplate3,2.4,amd64
libctf-nobfd0-dbg,2.38,amd64
libctf-nobfd0-dbg,2.38,i386
libctf-nobfd0,2.38,amd64
libctf-nobfd0,2.38,i386
libctf0-dbg,2.38,amd64
libctf0-dbg,2.38,i386
libctf0,2.38,amd64
libctf0,2.38,i386
libctl-dev,4.5.1,amd64
libctl-doc,4.5.1,all
libctl7,4.5.1,amd64
libctpl-dev,0.3.4,amd64
libctpl-doc,0.3.4,all
libctpl2,0.3.4,amd64
libctypes-ocaml-dev,0.20.0,amd64
libctypes-ocaml,0.20.0,amd64
libcub-dev,1.15.0,all
libcubature-dev,1.0.4,amd64
libcubature0,1.0.4,amd64
libcubeb-dev,0.0,amd64
libcubeb0,0.0,amd64
libcublas11,11.7.4.6~11.5.1,amd64
libcublaslt11,11.7.4.6~11.5.1,amd64
libcuckoo-dev,0~git20210805,all
libcuda1-340,340.108,amd64
libcuda1-384,390.157,amd64
libcuda1-384,390.157,i386
libcudart11.0,11.5.117~11.5.1,amd64
libcudf-dev,0.9,amd64
libcudf-ocaml-dev,0.9,amd64
libcue-dev,2.2.1,amd64
libcue-dev,2.2.1,i386
libcue2,2.2.1,amd64
libcue2,2.2.1,i386
libcufft10,11.1.1,amd64
libcufftw10,11.1.1,amd64
libcuinj64-11.5,11.5.114~11.5.1,amd64
libcuneiform-dev,1.1.0,amd64
libcuneiform0,1.1.0,amd64
libcunit1-dev,2.1,amd64
libcunit1-dev,2.1,i386
libcunit1-doc,2.1,all
libcunit1-ncurses-dev,2.1,amd64
libcunit1-ncurses-dev,2.1,i386
libcunit1-ncurses,2.1,amd64
libcunit1-ncurses,2.1,i386
libcunit1,2.1,amd64
libcunit1,2.1,i386
libcups2-dev,2.4.1op1,amd64
libcups2-dev,2.4.1op1,i386
libcups2,2.4.1op1,amd64
libcups2,2.4.1op1,i386
libcupsfilters-dev,1.28.15,amd64
libcupsfilters1,1.28.15,amd64
libcupsimage2-dev,2.4.1op1,amd64
libcupsimage2-dev,2.4.1op1,i386
libcupsimage2,2.4.1op1,amd64
libcupsimage2,2.4.1op1,i386
libcupt-common,2.10.4,all
libcupt4-2-downloadmethod-curl,2.10.4,amd64
libcupt4-2-downloadmethod-wget,2.10.4,amd64
libcupt4-2,2.10.4,amd64
libcupt4-dev,2.10.4,amd64
libcupt4-doc,2.10.4,all
libcupti-dev,11.5.114~11.5.1,amd64
libcupti-doc,11.5.114~11.5.1,all
libcupti11.5,11.5.114~11.5.1,amd64
libcurand10,11.1.1,amd64
libcurator-client-java,2.7.1,all
libcurator-discovery-java,2.7.1,all
libcurator-framework-java,2.7.1,all
libcurator-parent-java,2.7.1,all
libcurator-recipes-java,2.7.1,all
libcurator-test-java,2.7.1,all
libcurl-ocaml-dev,0.9.2,amd64
libcurl-ocaml,0.9.2,amd64
libcurl3-gnutls,7.81.0,amd64
libcurl3-gnutls,7.81.0,i386
libcurl3-nss,7.81.0,amd64
libcurl3-nss,7.81.0,i386
libcurl4-doc,7.81.0,all
libcurl4-gnutls-dev,7.81.0,amd64
libcurl4-gnutls-dev,7.81.0,i386
libcurl4-nss-dev,7.81.0,amd64
libcurl4-nss-dev,7.81.0,i386
libcurl4-openssl-dev,7.81.0,amd64
libcurl4-openssl-dev,7.81.0,i386
libcurl4,7.81.0,amd64
libcurl4,7.81.0,i386
libcurlpp-dev,0.8.1,amd64
libcurlpp0,0.8.1,amd64
libcurry-perl,2.000001,all
libcurses-ocaml-dev,1.0.10,amd64
libcurses-ocaml,1.0.10,amd64
libcurses-perl,1.38,amd64
libcurses-ui-perl,0.9609,all
libcurses-widgets-perl,1.997,all
libcurvesapi-java,1.06,all
libcusolver11,11.3.2.107~11.5.1,amd64
libcusolvermg11,11.3.2.107~11.5.1,amd64
libcusparse11,11.7.0.107~11.5.1,amd64
libcutl-1.10,1.10.0,amd64
libcutl-dev,1.10.0,amd64
libcv-bridge-dev,1.16.0,amd64
libcv-bridge2d,1.16.0,amd64
libcvc0,5.2.1,amd64
libcvc4-7,1.8,amd64
libcvc4-dev,1.8,amd64
libcvc4parser7,1.8,amd64
libcvd-dev,0.0,amd64
libcvd-tools,0.0,amd64
libcvd2,0.0,amd64
libcvector-dev,1.0.4.1,amd64
libcvector2,1.0.4.1,amd64
libcvm1-dev,0.97,amd64
libcvm1,0.97,amd64
libcvs-perl,0.07,all
libcvtapi-dev,0.0~git20210831.b30f7ad,amd64
libcvtapi1,0.0~git20210831.b30f7ad,amd64
libcw-dev,3.6.0,amd64
libcw7,3.6.0,amd64
libcwd-guard-perl,0.05,all
libcwidget-dev,0.5.18,amd64
libcwidget-doc,0.5.18,all
libcwidget4,0.5.18,amd64
libcwiid-dev,0.6.91,amd64
libcwiid1,0.6.91,amd64
libcwnn-dev,1.1.1,amd64
libcwnn0,1.1.1,amd64
libcxl-dev,72.1,amd64
libcxl-dev,72.1,i386
libcxl1,72.1,amd64
libcxl1,72.1,i386
libcxsparse3,5.10.1,amd64
libcxx-serial-dev,1.2.1,amd64
libcxx-serial1,1.2.1,amd64
libcxxopts-dev,3.0.0,all
libcxxtools-dev,2.2.1,amd64
libcxxtools9v5,2.2.1,amd64
libcyaml-dev,1.3.1,amd64
libcyaml-doc,1.3.1,all
libcyaml1,1.3.1,amd64
libcycloneddsidl0,0.8.2,amd64
libcypher-parser-dev,0.6.0,amd64
libcypher-parser-doc,0.6.0,all
libcypher-parser8,0.6.0,amd64
libcyrus-imap-perl,3.4.3,amd64
libczmq-dev,4.2.1,amd64
libczmq4,4.2.1,amd64
libd3dadapter9-mesa-dev,23.2.1,amd64
libd3dadapter9-mesa-dev,23.2.1,i386
libd3dadapter9-mesa,23.2.1,amd64
libd3dadapter9-mesa,23.2.1,i386
libdaemon-control-perl,0.001010,all
libdaemon-dev,0.14,amd64
libdaemon-dev,0.14,i386
libdaemon-doc,0.14,all
libdaemon-generic-perl,0.85,all
libdaemon0,0.14,amd64
libdaemon0,0.14,i386
libdancer-logger-psgi-perl,1.0.1,all
libdancer-logger-syslog-perl,0.6,all
libdancer-perl,1.3513,all
libdancer-plugin-auth-extensible-perl,1.00,all
libdancer-plugin-database-core-perl,0.20,all
libdancer-plugin-database-perl,2.13,all
libdancer-plugin-dbic-perl,0.2104,all
libdancer-plugin-email-perl,1.0400,all
libdancer-plugin-flashmessage-perl,0.314,all
libdancer-plugin-rest-perl,0.11,all
libdancer-session-cookie-perl,0.30,all
libdancer-session-memcached-perl,0.2020,all
libdancer2-perl,0.301004,all
libdancer2-plugin-ajax-perl,0.400000,all
libdancer2-plugin-database-perl,2.17,all
libdancer2-plugin-passphrase-perl,3.3.4,all
libdanga-socket-perl,1.62,all
libdansguardian-perl,0.6,all
libdap-bin,3.20.9,amd64
libdap-dev,3.20.9,amd64
libdap-doc,3.20.9,all
libdap27,3.20.9,amd64
libdapclient6v5,3.20.9,amd64
libdapl-dev,2.1.10.1.f1e05b7a,amd64
libdapl2,2.1.10.1.f1e05b7a,amd64
libdapserver7v5,3.20.9,amd64
libdaq-dev,2.0.7,amd64
libdaq2,2.0.7,amd64
libdar-dev,2.7.3,amd64
libdar64-6000,2.7.3,amd64
libdart-all-dev,6.12.1,amd64
libdart-collision-bullet-dev,6.12.1,amd64
libdart-collision-bullet6.12,6.12.1,amd64
libdart-collision-ode-dev,6.12.1,amd64
libdart-collision-ode6.12,6.12.1,amd64
libdart-dev,6.12.1,amd64
libdart-external-convhull-3d-dev,6.12.1,amd64
libdart-external-ikfast-dev,6.12.1,amd64
libdart-external-imgui-dev,6.12.1,amd64
libdart-external-imgui6.12,6.12.1,amd64
libdart-external-lodepng-dev,6.12.1,amd64
libdart-external-lodepng6.12,6.12.1,amd64
libdart-external-odelcpsolver-dev,6.12.1,amd64
libdart-external-odelcpsolver6.12,6.12.1,amd64
libdart-gui-dev,6.12.1,amd64
libdart-gui-osg-dev,6.12.1,amd64
libdart-gui-osg6.12,6.12.1,amd64
libdart-gui6.12,6.12.1,amd64
libdart-optimizer-ipopt-dev,6.12.1,amd64
libdart-optimizer-ipopt6.12,6.12.1,amd64
libdart-optimizer-nlopt-dev,6.12.1,amd64
libdart-optimizer-nlopt6.12,6.12.1,amd64
libdart-utils-dev,6.12.1,amd64
libdart-utils-urdf-dev,6.12.1,amd64
libdart-utils-urdf6.12,6.12.1,amd64
libdart-utils6.12,6.12.1,amd64
libdart6.12,6.12.1,amd64
libdashel-dev,1.3.3,amd64
libdashel1,1.3.3,amd64
libdata-alias-perl,1.25,amd64
libdata-binary-perl,0.01,all
libdata-bitmask-perl,0.91,all
libdata-buffer-perl,0.04,all
libdata-clone-perl,0.004,amd64
libdata-compare-perl,1.27,all
libdata-csv-clojure,1.0.0,all
libdata-dmp-perl,0.241,all
libdata-downsample-largesttrianglethreebuckets-perl,1.00,all
libdata-dpath-perl,0.58,all
libdata-dump-oneline-perl,0.080,all
libdata-dump-perl,1.25,all
libdata-dump-streamer-perl,2.40,amd64
libdata-dumper-compact-perl,0.005002,all
libdata-dumper-concise-perl,2.023,all
libdata-dumper-simple-perl,0.11,all
libdata-dumpxml-perl,1.06,all
libdata-entropy-perl,0.007,all
libdata-faker-perl,0.10,all
libdata-float-perl,0.013,all
libdata-flow-perl,1.02,all
libdata-format-html-perl,0.5.1,all
libdata-formvalidator-constraints-datetime-perl,1.11,all
libdata-formvalidator-perl,4.88,all
libdata-guid-perl,0.049,all
libdata-hal-perl,1.001,all
libdata-hexdump-perl,0.04,all
libdata-hexdumper-perl,3.0001,all
libdata-ical-datetime-perl,0.82,all
libdata-ical-perl,0.24,all
libdata-ieee754-perl,0.02,all
libdata-integer-perl,0.006,all
libdata-javascript-anon-perl,1.03,all
libdata-javascript-perl,1.15,all
libdata-json-clojure,1.0.0,all
libdata-messagepack-perl,1.01,amd64
libdata-messagepack-stream-perl,1.05,amd64
libdata-methodproxy-perl,0.04,all
libdata-miscellany-perl,1.100850,all
libdata-munge-perl,0.097,all
libdata-objectdriver-perl,0.21,all
libdata-optlist-perl,0.112,all
libdata-page-pageset-perl,1.02,all
libdata-page-perl,2.03,all
libdata-pageset-perl,1.06,all
libdata-paginator-perl,0.08,all
libdata-parsebinary-perl,0.31~dfsg,all
libdata-password-perl,1.12,all
libdata-password-zxcvbn-perl,1.0.4,all
libdata-peek-perl,0.50,amd64
libdata-perl-perl,0.002011,all
libdata-phrasebook-loader-yaml-perl,0.13,all
libdata-phrasebook-perl,0.35,all
libdata-pond-perl,0.005,amd64
libdata-printer-perl,1.000004,all
libdata-priority-map-clojure,0.0.9,all
libdata-random-perl,0.13,all
libdata-record-perl,0.02,all
libdata-report-perl,1.001,all
libdata-rmap-perl,0.65,all
libdata-sah-normalize-perl,0.051,all
libdata-section-perl,0.200007,all
libdata-section-simple-perl,0.07,all
libdata-serializer-perl,0.65,all
libdata-serializer-sereal-perl,1.05,all
libdata-show-perl,0.002004,all
libdata-showtable-perl,4.6,all
libdata-sorting-perl,0.9,all
libdata-stag-perl,0.14,all
libdata-stream-bulk-perl,0.11,all
libdata-streamdeserializer-perl,0.06,amd64
libdata-streamserializer-perl,0.07,amd64
libdata-structure-util-perl,0.16,amd64
libdata-swap-perl,0.08,amd64
libdata-table-perl,1.78,all
libdata-tablereader-perl,0.011,all
libdata-transformer-perl,0.04,all
libdata-treedumper-oo-perl,0.10,all
libdata-treedumper-perl,0.40,all
libdata-treedumper-renderer-dhtml-perl,0.09,all
libdata-types-perl,0.17,all
libdata-uniqid-perl,0.12,all
libdata-uriencode-perl,0.11,all
libdata-url-java,1.0.1,all
libdata-util-perl,0.66,amd64
libdata-uuid-libuuid-perl,0.05,amd64
libdata-uuid-perl,1.226,amd64
libdata-validate-domain-perl,0.10,all
libdata-validate-email-perl,0.06,all
libdata-validate-ip-perl,0.30,all
libdata-validate-perl,0.09,all
libdata-validate-struct-perl,0.1,all
libdata-validate-uri-perl,0.07,all
libdata-visitor-perl,0.31,all
libdata-walk-perl,2.01,all
libdata-xml-clojure,0.0.8,all
libdata-yaml-perl,0.0.7,all
libdatabase-dumptruck-perl,1.2,all
libdatapager-perl,0.01,all
libdataquay-dev,0.9.1,amd64
libdataquay0,0.9.1,amd64
libdate-calc-perl,6.4,all
libdate-calc-xs-perl,6.4,amd64
libdate-convert-perl,0.16,all
libdate-extract-perl,0.06,all
libdate-hijri-perl,0.02,all
libdate-holidays-de-perl,2.05,all
libdate-iso8601-perl,0.005,all
libdate-jd-perl,0.006,all
libdate-leapyear-perl,1.72,all
libdate-manip-perl,6.86,all
libdate-pcalc-perl,6.1,amd64
libdate-pregnancy-perl,0.06,all
libdate-range-perl,1.41,all
libdate-simple-perl,3.0300,amd64
libdate-tiny-perl,1.07,all
libdatetime-calendar-discordian-perl,1.0,all
